"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"249","Had to get speakers because my @Samsung monitor did not have any. So I got these @amazon speakers are pretty sick w… https://t.co/9QpVSdlka4",FALSE,1,NA,2022-03-28 06:52:57,TRUE,NA,"1508336321370091528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GStatPro",0,FALSE,FALSE,NA,NA
"250","@SamsungIndia @Samsung guess what? Selling a product also comes with a commitment of servicing it. That’s what cust… https://t.co/bEhTYIlD6f",FALSE,2,"SamsungIndia",2022-03-28 06:52:51,TRUE,NA,"1508336296275562497","46134530","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","snehamordani",0,FALSE,FALSE,NA,NA
"251","@davidbrear @Clagett @Samsung Seeing the originals in an egg shaped room at the Museé de L’Orangerie was one of the… https://t.co/3sJh2aBdvj",FALSE,1,"davidbrear",2022-03-28 06:43:00,TRUE,"1508333051323068420","1508333820399001605","23218742","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeeBrookePearc3",0,FALSE,FALSE,NA,NA
"252","Redefined the new definition of entertainment with @Samsung tv.

Instant cashback, zero down payment and many more.… https://t.co/jjTFMSwZXk",FALSE,0,NA,2022-03-28 06:40:51,TRUE,NA,"1508333278842933250",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PatraRetail",0,FALSE,FALSE,NA,NA
"253","@Clagett @Samsung Snap. Good isn’t it? https://t.co/nz9t6pSdL9",FALSE,3,"Clagett",2022-03-28 06:39:57,FALSE,"1508068399854858243","1508333051323068420","18834851","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","davidbrear",0,FALSE,FALSE,NA,NA
"254","@SamsungIndia Appalling service, no calls no resolution still @Samsung @SamsungIndia",FALSE,0,"SamsungIndia",2022-03-28 06:35:46,FALSE,"1507315095466131456","1508331997449494540","46134530","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harbspeak",0,FALSE,FALSE,NA,NA
"255","132,000 @Samsung NFTs on @ThetaDrop 

4 days until they can be opened. 

Who knows how it will all go down, but sti… https://t.co/ULl1t137F3",FALSE,29,NA,2022-03-28 06:25:05,TRUE,NA,"1508329310691930112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","theta_protein",8,FALSE,FALSE,NA,NA
"256","@SamsungIndia @Samsung @SamsungMobile #s22ultra poor performance phone,Slow processor, delays in opening apps,hangs… https://t.co/6zzPyUTHnW",FALSE,0,"SamsungIndia",2022-03-28 06:18:30,TRUE,NA,"1508327652611944453","46134530","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Harjit18",0,FALSE,FALSE,NA,NA
"257","Save up to $150 on @Samsung  Monitors and SSDs at @GameStop this week! https://t.co/zFeXwIo3Q3",FALSE,4,NA,2022-03-28 06:10:09,FALSE,NA,"1508325549759885319",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","mf_shiva",0,FALSE,FALSE,NA,NA
"258","@Samsung Where did I see this before?",FALSE,0,"Samsung",2022-03-28 05:44:37,FALSE,"1508265135890395138","1508319125877182466","2381578122","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","4ever_xk",0,FALSE,FALSE,NA,NA
"259","@sakitechonline @TechByBD @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung Was waiting for a repair or replaceme… https://t.co/l13nS3m3JP",FALSE,1,"sakitechonline",2022-03-28 05:43:03,TRUE,"1507906491763892228","1508318733479165957","1184733007","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TechnoGenuine",0,FALSE,FALSE,NA,NA
"260","@sakitechonline @SamsungMobileUS @SamsungMobile @SamsungUS @Samsung Another reason I think Samsung should go to fla… https://t.co/mqBlyxthvK",FALSE,0,"sakitechonline",2022-03-28 05:42:14,TRUE,"1507906491763892228","1508318524107747328","1184733007","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sirius_Lee00",0,FALSE,FALSE,NA,NA
"261","@Samsung where u at? No one promotes samsung better than changbin https://t.co/o8WEPFqZ94",FALSE,0,"Samsung",2022-03-28 05:31:14,FALSE,NA,"1508315758086221828","2381578122","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tacossayrawr",0,FALSE,FALSE,NA,NA
"262","@Time_Skip_ @Samsung Samsung introduced the m8 before apple introduced their studio display",FALSE,0,"Time_Skip_",2022-03-28 05:29:10,FALSE,"1508272041354432517","1508315235983269892","1497611914448277508","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NewDay____",0,FALSE,FALSE,NA,NA
"263","@SamsungIndia Already DM the my phone number, still no call back from Samsung @Samsung",FALSE,0,"SamsungIndia",2022-03-28 05:22:57,FALSE,"1507633655002320897","1508313671663079433","46134530","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShriRoX",0,FALSE,FALSE,NA,NA
"264","@whatatechworld @BradenWynn @ASB_YT @SamsungUK @Samsung @SamsungMobile Oh where we go , bring up the screen to save… https://t.co/KziUk6jUP2",FALSE,0,"whatatechworld",2022-03-28 05:13:24,TRUE,"1508298645468188674","1508311269778116608","1172983324442165248","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TexasRealest",0,FALSE,FALSE,NA,NA
"265","@whatatechworld @BradenWynn @ASB_YT @SamsungUK @Samsung @SamsungMobile No there not , too shelf wtf ? Compared to a… https://t.co/JZfvBAQeLf",FALSE,0,"whatatechworld",2022-03-28 05:10:13,TRUE,"1508298645468188674","1508310469387472896","1172983324442165248","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TexasRealest",0,FALSE,FALSE,NA,NA
